カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
Augmentation,CACTI,CACTI: A Framework for Scalable Multi-Task Multi-Scene Visual Imitation Learning,CoRL,"Carnegie Mellon University, Columbia University, Meta",https://arxiv.org/abs/2212.05711,https://cacti-framework.github.io/,Manipulation,"Kitchen, Tabletop",Franka Emika Panda,Supervised,,"Language, Proprioception, Vision",,R3M,"Autoregressive, Continuous",CACTIは、「Collect→Augment→Compress→TraIn」の4つのステップで小規模なデモを生成モデル拡張・事前学習エンベデッドと組み合わせ、1つのビジョンポリシーで10（実）〜18（シミュレート）個のキッチン操作を行うように拡張しました。Stable Diffusionベースの拡張とR3M/MoCoエンベデッドにより、データ効率と未見シーンの一般化が大幅に向上します。
End-to-End,RT-1,RT-1: Robotics Transformer for Real-World Control at Scale,RSS,Google Research,https://arxiv.org/abs/2212.06817,https://robotics-transformer1.github.io/,"Manipulation, Move Base","Kitchen, Tabletop",Google EDR,Supervised,,"Language, Proprioception, Vision",RT-1,"RT-1, Universal Sentence Encoder","Discrete Token, Parallel Decoding",EfficientNet + FiLM conditioning + TokenLearner + Transformer
Prediction,UniPi,Learning Universal Policies via Text-Guided Video Generation,NeurIPS,"Google Brain, MIT, UC Berkeley",https://arxiv.org/abs/2302.00111,https://universal-policy.github.io/unipi/,Manipulation,Tabletop,Simulation,"Self-Supervised, Supervised",,"Language, Proprioception, Vision","BridgeV1, LAION",T5,"Continuous, Image Generation",動画生成モデルから逆運動学モデルを学習して動作実行
Prediction,GEVRM,GEVRM: Goal-Expressive Video Generation Model For Robust Visual Manipulation,ICLR,Zhejiang University,https://arxiv.org/abs/2502.09268,,Manipulation,Tabletop,"Simulation, UR5","Self-Supervised, Supervised",CALVIN,"Language, Vision","BridgeV2, CALVIN",T5,Diffusion,GEVRMはIMC原理を基盤に、テキスト条件付きビデオ生成と状態整列を組み合わせることで、外部干渉にも耐えられるロボットポリシーを学習します。視覚的に豊かな目標生成と対比学習に基づくポリシーにより、CALVINおよび現実世界のロボット操作において最先端（SOTA）の性能を達成しました。
Prediction,Dreamitate,Dreamitate: Real-World Visuomotor Policy Learning via Video Generation,CoRL,"Columbia University, Stanford University, Toyota Research Institute",https://arxiv.org/abs/2406.16862,https://dreamitate.cs.columbia.edu/,"Bi-manual, Manipulation",Tabletop,"UR5, xArm",Supervised,,Vision,,"MegaPose, Stable Video Diffusion",Image Generation,Stable VIdeo DiffusionをFinetuningしてロボットの動画を作り、動画からロボットの姿勢(ツールの姿勢)を推定してactionにする
Prediction,Track2Act,Track2Act: Predicting Point Tracks from Internet Videos enables Generalizable Robot Manipulation,ECCV,"Carnegie Mellon University, Meta, University of Washington",https://arxiv.org/abs/2405.01527,https://homangab.github.io/track2act/,Manipulation,"Indoor, Tabletop",Spot,"Self-Supervised, Supervised",,Vision,"BridgeV2, EPIC-Kitchens, RT-1, Something-Something",,Diffusion,"ウェブから収集した人間/ロボットの動画から2Dポイントトラックを予測し、これを3D剛体変換に変換してロボット操作計画を生成した後、少量のロボットデータで残差ポリシーを学習し、一般化された操作を可能にするフレームワーク。
手法：DiTベースのポイントトラック拡散モデル + オープンループ剛体変換 + 限定データを用いた残差補正。"
Prediction,Gen2Act,Gen2Act: Human Video Generation in Novel Scenarios enables Generalizable Robot Manipulation,,"Carnegie Mellon University, Google DeepMind, Stanford University",https://arxiv.org/abs/2409.16283,https://homangab.github.io/gen2act/,Manipulation,"Indoor, Kitchen, Tabletop",Google EDR,Supervised,,"Language, Vision",RT-1,"Gemini, TAP-VID, VideoPoet",Discrete Token,"手法：人間動作ビデオ生成（言語条件）＋人間からロボットへの翻訳ポリシー（ポイントトラック予測補助）。
2行要約：
ウェブデータに基づく人間動作ビデオ生成モデルを活用し、言語目標から人間ビデオを生成し、これを入力として受け取るロボットポリシーを学習することで、新しいタスクや未知の物体/動作に対しても汎用化されたロボット操作を実現する。
手法：生成ビデオ条件ポリシー＋ポイントトラック予測補助損失。"
Augmentation,GenAug,GenAug: Retargeting behaviors to unseen situations via Generative Augmentation,RSS,"Meta, University of Washington",https://arxiv.org/abs/2302.06671,https://genaug.github.io/,Manipulation,Tabletop,xArm,Supervised,RAVENS,"Language, Vision",,CLIPort,"Heatmap, Primitive",ウェブスケール生成モデルを用いて、実際のデモ数枚をセマンティックに100倍以上増強し、単純なピックアンドプレース操作でも新しい環境・オブジェクトへの一般化性能を最大40%p向上させました。鍵となるのは、行動不変を維持したまま、オブジェクト・背景・障害物を多様化するdepth-guidedテキスト・画像生成である。
Augmentation,ROSIE,Scaling Robot Learning with Semantically Imagined Experience,RSS,"Google Research, Robotics at Google",https://arxiv.org/abs/2302.11550,https://diffusion-rosie.github.io/,Manipulation,"Indoor, Kitchen, Tabletop",Google EDR,Supervised,,"Language, Proprioception, Vision",RT-1,"Imagen, OwL-ViT, RT-1, T5","Discrete Token, Parallel Decoding",テキスト・ガイド拡散・インペインティングにより、既存のロボットデモを意味論的に変形・増幅し、データ収集なしに新しいタスク・環境に一般化可能なポリシーと成功検出器を学習した。ROSIEはnovel taskの成功率・堅牢性を大幅に向上させるが、物理的なモーションの多様性及び連続性の補強は今後の課題である。
"Augmentation, End-to-End",MOO,Open-World Object Manipulation using Pre-trained Vision-Language Models,CoRL,Google DeepMind,https://arxiv.org/abs/2303.00905,https://robot-moo.github.io/,Manipulation,"Indoor, Kitchen, Tabletop",Google EDR,Supervised,,"Language, Proprioception, Vision",RT-1,"OwL-ViT, RT-1","Discrete Token, Parallel Decoding","事前学習VLMとRT-1ベースのポリシーを組み合わせたMOOは、テンプレート指示だけで未知のオブジェクトを操作する実ロボットゼロショット性能を実証しました。シンプルなピクセルマスクを活用することでパイプラインの複雑さを低減しながら、1,472回の実験で従来手法と比較して50%以上の成功率を達成します。"
"Augmentation, Training",ReMix,Re-Mix: Optimizing Data Mixtures for Large Scale Imitation Learning,CoRL,"Stanford University, UC Berkeley",https://arxiv.org/abs/2408.14037,https://github.com/jhejna/remix,Manipulation,Tabletop,"Franka Emika Panda, WidowX",Supervised,,Vision,"BridgeV2, Open-X-Embodiment",,Diffusion,Re-Mixは、DRO(Distributionally Robust Optimization)にアクション正規化・離散化・早期終了を組み合わせ、ロボットデータ領域の重みを自動学習し、RT-X基準で均等比38％・エキスパート比32％の性能を向上させる。25%のみのデータでも同じ性能を維持し、学習コストも削減する。
"Augmentation, RL",Video2Policy,Video2Policy: Scaling up Manipulation Tasks in Simulation through Internet Videos,,"Shanghai Artificial Intelligence Laboratory, Tsinghua University, UC Berkeley, UC San Diego",https://arxiv.org/abs/2502.09886,https://yewr.github.io/video2policy/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",RL,,"Depth, Language, PointCloud, Proprioception, Vision",Something-Something,"FoundationPose, GPT, GroundingDINO, InstantMesh, SAM2, UniDepth",Continuous,インターネットRGB映像を自動的にシミュレーションタスクに変換し、VLM + RL反復でポリシーを学習して汎用操作ポリシーを構築・実世界転移まで成功。視覚・補正反映モジュールの品質が性能向上の鍵となる。
Dataset,DROID,DROID: A Large-Scale In-The-Wild Robot Manipulation Dataset,RSS,"Carnegie Mellon University, Columbia University, Google DeepMind, KAIST, Princeton University, Stanford University, The University of Edinburgh, Toyota Research Institute, UC Berkeley, UC Davis, UC San Diego, University of Pennsylvania, University of Texas at Austin, University of Washington",https://arxiv.org/abs/2403.12945,https://droid-dataset.github.io/,Manipulation,"Indoor, Kitchen, Tabletop",Franka Emika Panda,Supervised,,"Depth, Language, Proprioception, Vision",DROID,DistilBERT,Diffusion,Franka Emika Pandaロボットを用いたDROID Robot Platformによるin-the-wildの大規模ロボット操作データセット
Dataset,Robocasa,RoboCasa: Large-Scale Simulation of Everyday Tasks for Generalist Robots,RSS,"NVIDIA, University of Texas at Austin",https://arxiv.org/abs/2406.02523,https://robocasa.ai/,Manipulation,Kitchen,Simulation,,RoboCasa,,RoboCasa,,,RoboCasaは生成型AIを活用し、120のキッチンと10万以上のシミュレーション軌跡を提供し、ロボット一般化のための最大規模のホームシミュレータです。機械が生成したデータで人間によるデモと比較して1.7倍の性能を達成し、実際のキッチンにも移行可能であることを実証しました。
Dataset,ManiSkill3,ManiSkill3: GPU Parallelized Robotics Simulation and Rendering for Generalizable Embodied AI,RSS,"Carnegie Mellon University, Tsinghua University, UC San Diego",https://arxiv.org/abs/2410.00425,https://www.maniskill.ai/,"Manipulation, Navigation, Whole-Body Control","Indoor, Kitchen, Tabletop",Simulation,,Maniskill3,,Maniskill3,,,ManiSkill 3は、GPU並列物理・レンダリング・ヘテロジニアスシミュレーションを統合し、操作研究を数万FPSで加速し、12種類の課題・大規模デモ・VRテレオプを含む総合的なエコシステムを提供します。これにより、シミュレーションベースの学習が「分単位」で現実に転移する実用的なロボット操作研究が可能になりました。
Dataset,Ego-Exo 4D,Ego-Exo4D: Understanding Skilled Human Activity from First- and Third-Person Perspectives,CVPR,"Carnegie Mellon University, Georgia Tech, Meta, National University of Singapore, Simon Fraser University, The University of Tokyo, UC Berkeley, University of Bristol, University of Illinois Urbana-Champaign, University of Minnesota, University of Pennsylvania, University of Texas at Austin",https://arxiv.org/abs/2311.18259,https://ego-exo4d-data.org/,,"Assembly, Indoor, Industrial, Kitchen, Outdoor, Tabletop",Human,,,"Audio, Depth, Language, PointCloud, Proprioception, Vision",Ego-Exo4D,,,"Ego-Exo4Dは、740人の実際の熟練活動を同期化された1-3人称マルチセンサー映像（1,286時間）で記録し、関係・認識・熟練度・熟練度・ポーズの4つのベンチマークを提供する世界最大規模のEgo-Exoデータセットです。これは、AR/ロボットのための視点変換学習と自動コーチング研究の基礎を築きます。"
"Device, Open-Source",Mobile ALOHA,Mobile ALOHA: Learning Bimanual Mobile Manipulation with Low-Cost Whole-Body Teleoperation,CoRL,Stanford University,https://arxiv.org/abs/2401.02117,https://mobile-aloha.github.io/,"Bi-manual, Manipulation, Move Base","Indoor, Kitchen, Tabletop",ALOHA,Supervised,,"Proprioception, Vision",,,Continuous,低コストのモバイル両腕ロボットMobile ALOHAと静的データコトレーニングレシピを提案し、20-50回のデモだけで7種の家庭・環境課題を80%以上成功させた。これは、移動・両腕・全身の協調を要求する実作業においても、単純なBC系学習が効果的であることを示している。
"Device, Open-Source",Dobb-E,On Bringing Robots Home,,"Meta, New York University",https://arxiv.org/abs/2311.16098,https://dobb-e.com/,Manipulation,Indoor,Hello Stretch,"Self-Supervised, Supervised",,"Depth, Vision",Homes of New York,,Continuous,Stick + iPhoneで低コストのデモを集め、HPR (Home Pretrained Representations)を学習し、30分以内にファインチューニングして、実際の家庭用ロボット学習フレームワークDobb-Eを提示し、109個の課題を81%成功させた。実験とコード・データ・ハードウェアをすべて公開し、家庭用ロボット研究の再現性と拡張性を大幅に向上させた。
"Device, Open-Source",UMI,Universal Manipulation Interface: In-The-Wild Robot Teaching Without In-The-Wild Robots,RSS,"Columbia University, Stanford University, Toyota Research Institute",https://arxiv.org/abs/2402.10329,https://umi-gripper.github.io/,"Bi-manual, Manipulation","Kitchen, Tabletop","Franka Emika Panda, UMI, UR5",Supervised,,"Proprioception, Vision",,CLIP,Diffusion,データ収集のためのGripperデバイスを開発し、人が簡単にロボット操作学習のためのデータ収集ができるようなフレームワークを提案
Device,DexUMI,DexUMI: Using Human Hand as the Universal Manipulation Interface for Dexterous Manipulation,RSS,"Carnegie Mellon University, Columbia University, NVIDIA, Stanford University",https://arxiv.org/abs/2505.21864,https://dex-umi.github.io/,"Bi-manual, Dexterous Hand, Manipulation","Kitchen, Tabletop","DexUMI, Inspire Hand, UR5, XHand",Supervised,,"Proprioception, Tactile, Vision",,"DINOv2, ProPainter, SAM2",Continuous,ウェアラブル外骨格とインペインティングパイプラインにより、人間の手のデモンストレーションをロボット手に高効率・高精度に移行し、4つの実際の作業で平均86％の成功率を達成しました。DexUMIは、従来の遠隔操作に比べて3.2倍速いデータ収集と多種のロボット手の適用可能性を示している。
"Device, Humanoid, Open-Source",Open-TeleVision,Open-TeleVision: Teleoperation with Immersive Active Visual Feedback,CoRL,"MIT, UC San Diego",https://arxiv.org/abs/2407.01512,https://robot-tv.github.io/,"Bi-manual, Dexterous Hand, Manipulation",Tabletop,"GR-1, Unitree H1",Supervised,,"Proprioception, Vision",,DINOv2,"Continuous, Parallel Decoding",VRベースのOpen-TeleVisionは、ロボットの頭部・カメラを能動的に制御しながらステレオ視界をストリーミングし、マルチフィンガー両手ヒューマノイドを遠隔から高精度に操作し、これにより収集したデモでモジュール式ILポリシーまで学習する。既存システムと比較して「遠隔+深度+多地」の統合を初めて達成した。
Device,DexWild,DexWild: Dexterous Human Interactions for In-the-Wild Robot Policies,RSS,Carnegie Mellon University,https://arxiv.org/abs/2505.07813,https://dexwild.github.io/,"Bi-manual, Dexterous Hand, Manipulation","Indoor, Tabletop","Franka Emika Panda, LEAP Hand, xArm",Supervised,,"Proprioception, Vision",,,Diffusion,携帯型DexWild-Systemで収集した大量の人間のデモンストレーションと少量のロボットのデモンストレーションを一緒に学習し、ロボットが全く新しい環境・タスク・ハードウェアでも高い成功率を達成します。コ・トレーニング戦略により、未知の環境での成功率4倍、クロスエンボディメント5.8倍の向上を実現しました。
Device,DexCap,DexCap: Scalable and Portable Mocap Data Collection System for Dexterous Manipulation,RSS,Stanford University,https://arxiv.org/abs/2403.07788,https://dex-cap.github.io/,"Bi-manual, Dexterous Hand, Manipulation",Tabletop,"Franka Emika Panda, LEAP Hand",Supervised,,"PointCloud, Proprioception, Vision",,,Diffusion,DEXCAPはハンドヘルドSLAM-EMFベースのハンドモキャップで遮蔽のない高精度の3Dデータを収集し、DEXILはそれをポイントクラウド+ディフュージョンポリシーで即座にロボットの手に移植し、複雑な操作を学習します。携帯性・データ品質のおかげで、30分間のデモだけで複数の実環境タスクを高い成功率で実行し、少量の人間による補正でさらに向上します。
Device,ACE,ACE: A Cross-Platform Visual-Exoskeletons System for Low-Cost Dexterous Teleoperation,CoRL,UC San Diego,https://arxiv.org/abs/2408.11805,https://ace-teleop.github.io/,"Bi-manual, Dexterous Hand, Manipulation","Indoor, Tabletop","Ability Hand, Franka Emika Panda, GR-1, Inspire Hand, Unitree B1, Unitree H1, Unitree Z1, xArm",Supervised,,"PointCloud, Proprioception, Vision",,,Diffusion,低コスト・モジュラー型視覚・エクソスケルトンACEは、ハンドポーズ+FK精度を組み合わせ、多種のロボットを高精度で遠隔操作・デモ収集が可能です。シミュレーション・実験でGELLOより2-3倍高速・高精度で、学習データでも80-90 %の組み込みポリシー成功率を達成しました。
VLM for Robotics,Surgical-LVLM,Surgical-LVLM: Learning to Adapt Large Vision-Language Model for Grounded Visual Question Answering in Robotic Surgery,,,https://arxiv.org/abs/2405.10948,,Surgery,Surgical,,"LoRA, Supervised",EndoVis,"Language, Vision",EndoVis,Qwen-VL,,
VLM for Robotics,PaLM-E,PaLM-E: An Embodied Multimodal Language Model,ICML,"Google Research, Robotics at Google, TU Berlin",https://arxiv.org/abs/2303.03378,https://palm-e.github.io/,Manipulation,"Kitchen, Tabletop","Google EDR, xArm",Supervised,Language Table,"Language, Vision",Language Table,PaLM,,PalLM-Eは、画像・センサー信号をLLMエンベデッドに直接注入することで、ロボット計画・VQA・言語課題を一つの巨大モデルで解決し、データ効率・伝達学習・スケーリング効果を実証しました。562Bバージョンは、ロボットインテリジェンスと視覚・言語SOTAを同時に実現した最初のEmbodied巨大マルチモーダルモデルです。
"End-to-End, Policy",Diffusion Policy,Diffusion Policy: Visuomotor Policy Learning via Action Diffusion,RSS,"Columbia University, MIT, Toyota Research Institute",https://arxiv.org/abs/2303.04137v4,https://diffusion-policy.cs.columbia.edu/,Manipulation,Tabletop,"Franka Emika Panda, Simulation, UR5",Supervised,"FrankaKitchen, Push-T, Robomimic","Proprioception, Vision",,,Diffusion,拡散モデルを用いたMulti-Modality対応Policy
VLM for Robotics,VC-1,Where are we in the search for an Artificial Visual Cortex for Embodied Intelligence?,NeurIPS,"Georgia Tech, Meta, Stanford University, UC Berkeley, University of Pennsylvania",https://arxiv.org/abs/2303.18240,https://eai-vc.github.io/,"Dexterous Hand, Manipulation, Navigation, Whole-Body Control","Indoor, Tabletop","Franka Emika Panda, Simulation, TriFinger",Self-Supervised,CORTEXBENCH,Vision,"EPIC-Kitchens, Ego4D, ImageNet, Something-Something",ViT,,17課題で構成されたCORTEXBENCHで普遍的なPVR(Pretrained Visual Representations)を見つけたが、VC-1でさえ平均的な最強であり、万能ではない。データの多様性と適応戦略が性能を左右し、将来の「本物の」人工視覚皮質には両方の軸が必要です。
VLM for Robotics,V-JEPA2,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",,Meta,https://arxiv.org/abs/2506.09985,https://ai.meta.com/vjepa/,Manipulation,Tabletop,Franka Emika Panda,Self-Supervised,,Vision,"HowTo100M, ImageNet, Kinetics-700, Something-Something",ViT,,"ウェブスケールビデオ自己教師付きで学習したV-JEPA 2は、モーション理解-QAで新しいSOTAを構築し、62時間のロボット映像だけで得たV-JEPA 2-ACがフランカアームをゼロショットピックアンドプレースまで行う。
つまり、「見て学ぶ」表現ベースの世界モデル1つで理解・予測・計画のすべてを達成した総合ロボットビジョン・世界モデル研究。"
"3D, Affordance",Splat-MOVER,"Splat-MOVER: Multi-Stage, Open-Vocabulary Robotic Manipulation via Editable Gaussian Splatting",CoRL,Stanford University,https://arxiv.org/abs/2405.04378,https://splatmover.github.io/,"Grasp, Manipulation",Tabletop,Kinova Gen3,Self-Supervised,,"Language, PointCloud, Vision",,"CLIP, GraspNet, VRB","Keyframe, Primitive",Gaussian Splattingで3D semantics (3D segmentation + affordance + grasp) を埋め込む
"Affordance, Hierarchical",RT-Affordance,RT-Affordance: Affordances are Versatile Intermediate Representations for Robot Manipulation,,"Google DeepMind, University of Texas at Austin",https://arxiv.org/abs/2411.02704,https://snasiriany.me/rt-affordance,Manipulation,Tabletop,Google EDR,Supervised,,"Language, Proprioception, Vision",RT-1,PaLM-E 2,,VLA学習時に物体操作時のアフォーダンス(経路、キーポイント)なども含め、操作学習の中間表現として使うことで性能向上
Affordance,VRB,Affordances from Human Videos as a Versatile Representation for Robotics,CVPR,"Carnegie Mellon University, Meta",https://arxiv.org/abs/2304.08488,https://robo-affordances.github.io/,Manipulation,"Indoor, Kitchen, Tabletop","Franka Emika Panda, Hello Stretch",Self-Supervised,,Vision,"EPIC-Kitchens, Ego4D",,Heatmap,RoboticsのためのVisual Affordance (+2D Trajectory)を人間の動画データから学習
Affordance,General Flow,General Flow as Foundation Affordance for Scalable Robot Learning,CoRL,"Shanghai Artificial Intelligence Laboratory, Tsinghua University",https://arxiv.org/abs/2401.11439,https://general-flow.github.io/,Manipulation,Tabletop,Franka Emika Panda,Supervised,,"Language, PointCloud, Vision",HOI4D,"CLIP, PointNext",Conditional VAE,人間のデモンストレーションなどから物体の3次元動き(Flow)を抽出、学習し、物体操作に応用
"Device, Open-Source, Policy",ALOHA (ACT),Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware,RSS,"Meta, Stanford University, UC Berkeley",https://arxiv.org/abs/2304.13705,https://tonyzhaozh.github.io/aloha/,"Bi-manual, Manipulation",Tabletop,ALOHA,Supervised,,"Proprioception, Vision",,,Conditional VAE,Action Chunking TransformerとLow-Cost Hardwareによる模倣学習
VLM for Robotics,LIV,LIV: Language-Image Representations and Rewards for Robotic Control,ICML,"Meta, University of Pennsylvania",https://arxiv.org/abs/2306.00958,https://penn-pal-lab.github.io/LIV/,Manipulation,"Kitchen, Tabletop",Franka Emika Panda,Self-Supervised,,"Language, Vision",EPIC-Kitchens,CLIP,Continuous,LIVは、VIP(価値学習)とCLIP(視覚・言語ソート)を単一の目的関数に統合し、映像・言語の報酬と表現を同時に学習するロボット指向のVLMです。これにより、事前学習のみで、報酬推定・政策学習・計画において、従来の方法をすべて凌駕し、少量のロボットデータで簡単に性能を引き上げる。
"Dataset, Evaluation",Libero,LIBERO: Benchmarking Knowledge Transfer for Lifelong Robot Learning,NeurIPS,"Sony AI, Tsinghua University, University of Texas at Austin",https://arxiv.org/abs/2306.03310,https://libero-project.github.io/main.html,Manipulation,Tabletop,Simulation,,LIBERO,"Language, Proprioception, Vision",LIBERO,,,LIBEROは、宣言的・手続き的知識転移を同時に扱うロボットLife-Long学習ベンチマークで、130個の操作課題とデモ・分析フレームを提供する。実験の結果、従来のLLアルゴリズムよりも逐次的なファインチューニングがFWTで優れており、アーキテクチャ・課題順序・事前学習が転移に大きな影響を与えることがわかった。
End-to-End,Robocat,RoboCat: A Self-Improving Generalist Agent for Robotic Manipulation,TMLR,Google DeepMind,https://arxiv.org/abs/2306.11706,https://deepmind.google/discover/blog/robocat-a-self-improving-robotic-agent/,Manipulation,Tabletop,"Franka Emika Panda, Kuka iiwa, Sawyer, Simulation",Supervised,,"Proprioception, Vision",,VQ-GAN,"Autoregressive, Discrete Token",視覚目標条件付きディシジョントランスフォーマー(RoboCat)が多ロボット・多課題データを共同学習し、100-1000デモファインチューニング+自己・データ生成ループにより、新しい課題・新しい機構まで素早く適応・性能向上する。
Dataset,RH20T,RH20T: A Comprehensive Robotic Dataset for Learning Diverse Skills in One-Shot,RSS,Shanghai Jiao Tong University,https://arxiv.org/abs/2307.00595,https://rh20t.github.io/,Manipulation,Tabletop,"Flexiv Rizon, Franka Emika Panda, Kuka iiwa, UR5",,,"Audio, Depth, Force, Language, Proprioception, Vision",RH20T,,,多様なタスク(contact-richな)とセンサデータ(トルク、オーディオ、RGB、Depthなど)、対応する人間試演を備えた大規模ロボット操作データセット
"3D, Affordance",VoxPoser,VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,CoRL,"Stanford University, University of Illinois Urbana-Champaign",https://arxiv.org/abs/2307.05973,https://voxposer.github.io/,Manipulation,Tabletop,Franka Emika Panda,,,"Depth, Language, PointCloud, Vision",,"GPT, OwL-ViT, SAM",Optimization,VoxPoserは、LLMがVLMと連携して3Dバリューマップを即座に生成し、モデルベースのMPCでロボット軌跡をゼロショット合成し、さまざまな操作を行います。プリミティブを必要とせず、高い成功率と迅速なオンライン適応を実現し、現実と仮想の両方で高い成功率を達成し、perception依存・プロンプト設計が主な課題となります。
Affordance,VidBot,VidBot: Learning Generalizable 3D Actions from In-the-Wild 2D Human Videos for Zero-Shot Robotic Manipulation,CVPR,"ETH Zurich, Microsoft, TUM",https://arxiv.org/abs/2503.07135,https://hanzhic.github.io/vidbot-project/,Manipulation,"Indoor, Kitchen, Tabletop","Hello Stretch, Spot",Self-Supervised,"FrankaKitchen, Maniskill2, PartManip","Depth, Language, PointCloud, Vision",EPIC-Kitchens,"CLIP, DINOv2","Diffusion, Heatmap",人間の動画(Epic-Kitchens)から2次元のVisual Affordanceと3次元の物体操作軌道を抽出、学習してロボットの物体操作に応用
,ViSA-Flow,ViSA-Flow: Accelerating Robot Skill Learning via Large-Scale Video Semantic Action Flow,,"KTH Royal Institute of Technology, University of Michigan",https://arxiv.org/abs/2505.01288,https://visaflow-web.github.io/ViSAFLOW/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Self-Supervised,CALVIN,"Language, Proprioception, Vision",Something-Something,"CoTracker, SAM, ViT",Autoregressive,ViSA-Flowは、人間映像から抽出した手・物体Semantic Action Flowでロボットポリシーを事前学習・転移し、10%ロボットデモでもSOTA性能を達成する。重要なのは、セグメンテーション・トラッキング・増幅で作られた表現が、ドメイン間の相互作用構造を整列させる点である。
"Affordance, VLM for Robotics",HRP,HRP: Human Affordances for Robotic Pre-Training,RSS,Carnegie Mellon University,https://arxiv.org/abs/2407.18911,https://hrp-robot.github.io/,Manipulation,"Kitchen, Tabletop","Franka Emika Panda, xArm",Self-Supervised,,Vision,Ego4D,HRP,,"人間の動画からのAffordance (Bounding Box, Hand Param...)などを予測するようにViTを学習、pretrainedされたvision backboneをdownstream taskに適用"
Cross-embodiment,UniSkill,UniSkill: Imitating Human Videos via Cross-Embodiment Skill Representation,,Yonsei University,https://arxiv.org/abs/2505.08787,https://kimhanjung.github.io/UniSkill/,Manipulation,"Kitchen, Tabletop","Franka Emika Panda, WidowX",Self-Supervised,LIBERO,"Depth, Vision","BridgeV2, DROID, H2O, Something-Something",DepthAnything2,Diffusion,大規模な動画データセットからCross-Embodiment的なSkill Representationを学習
"Affordance, Cross-embodiment, Prediction",ATM,Any-point Trajectory Modeling for Policy Learning,RSS,"Shanghai Artificial Intelligence Laboratory, Stanford University, Tsinghua University, UC Berkeley",https://arxiv.org/abs/2401.00025,https://xingyu-lin.github.io/atm/,Manipulation,Tabletop,"Simulation, UR5",Self-Supervised,LIBERO,"Language, Vision",LIBERO,"BERT, ViT",Continuous,Point Trajectory Predictionによるロボットのaction生成によりCross embodiment実現
"Cross-embodiment, Special",Extreme Cross-Embodiment Learning for Manipulation and Navigation,Pushing the Limits of Cross-Embodiment Learning for Manipulation and Navigation,RSS,"Google DeepMind, Stanford University, UC Berkeley",https://arxiv.org/abs/2402.19432,https://extreme-cross-embodiment.github.io/,"Manipulation, Navigation","Indoor, Outdoor, Tabletop","ALOHA, Jackal, LoCoBot, TELLO, Unitree Go1, WidowX",Supervised,,Vision,"BDD100K, GNM, Open-X-Embodiment",,Diffusion,Manipulation + NavigationにおけるCross-Embodiment Policyの学習
"Cross-embodiment, End-to-End",CrossFormer,"Scaling Cross-Embodied Learning: One Policy for Manipulation, Navigation, Locomotion and Aviation",CoRL,"Carnegie Mellon University, UC Berkeley",https://arxiv.org/abs/2408.11812,https://crossformer-model.github.io/,"Bi-manual, Manipulation, Navigation","Industrial, Kitchen, Outdoor, Tabletop","ALOHA, Franka Emika Panda, LoCoBot, TELLO, Unitree Go1, WidowX",Supervised,,"Language, Proprioception, Vision","BridgeV2, DROID, GNM, Open-X-Embodiment",,"Autoregressive, Continuous",それぞれ別のheadを用意してVLAを学習する
RL,SERL,SERL: A Software Suite for Sample-Efficient Robotic Reinforcement Learning,ICRA,"Stanford University, UC Berkeley, University of Washington",https://arxiv.org/abs/2401.16013,https://serl-robot.github.io/,"Manipulation, Peg-in-Hole","Assembly, Industrial, Tabletop",Franka Emika Panda,RL,,"Proprioception, Vision",,,Continuous,実世界でのRLのためのフレームワーク
RL,HIL-SERL,Precise and Dexterous Robotic Manipulation via Human-in-the-Loop Reinforcement Learning,,UC Berkeley,https://arxiv.org/abs/2410.21845,https://hil-serl.github.io/,"Bi-manual, Manipulation, Peg-in-Hole","Assembly, Industrial, Tabletop",Franka Emika Panda,RL,,"Proprioception, Vision",,,Continuous,SERLの学習の加速化のために人間のInterventionを途中で入れる (Human In the Loop)
RL,RLDG,RLDG: Robotic Generalist Policy Distillation via Reinforcement Learning,,UC Berkeley,https://arxiv.org/abs/2412.09858,https://generalist-distillation.github.io/,"Manipulation, Peg-in-Hole","Assembly, Industrial, Tabletop",Franka Emika Panda,"Distillation, RL, Supervised",,"Language, Proprioception, Vision",,"Octo, OpenVLA",,SERLなどのフレームワークで訓練されたTask Specific Agent (Small Agent)でデータを収集してそのデータから大規模VLAを逆DistillationすることでRLによるSkillfullな動作+VLAのGeneral Knowledgeを備えたVLAを訓練
RL,RL-VLM-F,RL-VLM-F: Reinforcement Learning from Vision Language Foundation Model Feedback,ICML,"Carnegie Mellon University, University of Southern California",https://arxiv.org/abs/2402.03681,https://rlvlmf2024.github.io/,"Manipulation, Whole-Body Control",Tabletop,Simulation,RL,MetaWorld,"Language, Proprioception, Vision",,"GPT, Gemini",Continuous,VLMが画像ペアの好みを自動ラベル付けして報酬を学習するRL-VLM-Fは、テキスト目標だけで7つのロボット・制御課題を従来の方法よりも安定的に解決しました。つまり、複雑な報酬設計なしで「文章+画像」だけで高性能なポリシーを学習する道を提示します。
